Geographic Area Name [0],State [1],Type [2],Population (2020) [3],CENTLAT [4],CENTLON [5],Nearest 5K+ city,Nearest 5K+ distance
Thornton town,Texas,INC,421,31.4111327,-96.5738565,Loading...,Loading...
Thorntonville town,Texas,INC,561,31.5789268,-102.9220725,Loading...,Loading...
Thrall city,Texas,INC,816,30.5881931,-97.2977585,Loading...,Loading...
Three Rivers city,Texas,INC,1474,28.4668629,-98.1784177,Loading...,Loading...
Throckmorton town,Texas,INC,727,33.1820303,-99.1797796,Loading...,Loading...
Tiki Island village,Texas,INC,1106,29.2973321,-94.9157873,Loading...,Loading...
Timbercreek Canyon village,Texas,INC,430,35.0538048,-101.8185947,Loading...,Loading...
Timpson city,Texas,INC,989,31.9064895,-94.3971313,Center cityTexas,Loading...
Tioga town,Texas,INC,1142,33.4727166,-96.9186464,Loading...,Loading...
Tira town,Texas,INC,319,33.3221142,-95.5607399,Loading...,Loading...
Toco city,Texas,INC,91,33.6539462,-95.6491883,Loading...,Loading...
Todd Mission city,Texas,INC,121,30.2612298,-95.8298005,Loading...,Loading...
Tolar city,Texas,INC,941,32.3894839,-97.9191392,Loading...,Loading...
Tom Bean city,Texas,INC,930,33.520059,-96.4843996,Loading...,Loading...
Tomball city,Texas,INC,12341,30.0951283,-95.6193955,Pinehurst CDPTexas,Loading...
Tool city,Texas,INC,2175,32.2803463,-96.1725283,Loading...,Loading...
Toyah town,Texas,INC,61,31.3124978,-103.7946119,Loading...,Loading...
Trent town,Texas,INC,295,32.4884098,-100.1233364,Loading...,Loading...
Trenton city,Texas,INC,743,33.4268889,-96.3410783,Loading...,Loading...
Trinidad city,Texas,INC,860,32.1562057,-96.1053498,Loading...,Loading...
Trinity city,Texas,INC,2343,30.944452,-95.3735633,Loading...,Loading...
Trophy Club town,Texas,INC,13688,33.0040219,-97.1899121,Loading...,Loading...
Troup city,Texas,INC,2006,32.1450131,-95.1228227,Loading...,Loading...
Troy city,Texas,INC,2375,31.1999073,-97.3019503,Loading...,Loading...
Tulia city,Texas,INC,4473,34.537384,-101.7741219,Loading...,Loading...
Turkey city,Texas,INC,317,34.3939221,-100.895302,Loading...,Loading...
Tuscola city,Texas,INC,850,32.2115252,-99.7982958,Loading...,Loading...
Tye city,Texas,INC,1176,32.452218,-99.8665373,Loading...,Loading...
Tyler city,Texas,INC,105995,32.3183814,-95.3062236,Loading...,Loading...
Uhland city,Texas,INC,1588,29.9627793,-97.7951495,Loading...,Loading...
Uncertain city,Texas,INC,85,32.7065594,-94.1267518,Loading...,Loading...
Union Grove city,Texas,INC,441,32.5797786,-94.909592,Loading...,Loading...
Union Valley city,Texas,INC,370,32.9351192,-96.2441532,Loading...,Loading...
Universal City city,Texas,INC,19720,29.5520719,-98.3073606,Loading...,Loading...
University Park city,Texas,INC,25278,32.8506098,-96.7937557,Loading...,Loading...
Uvalde city,Texas,INC,15217,29.2153142,-99.7781818,Loading...,Loading...
Valentine town,Texas,INC,73,30.5886114,-104.4953137,Loading...,Loading...
Valley Mills city,Texas,INC,1229,31.6583696,-97.471591,Loading...,16.75826939
Valley View city,Texas,INC,737,33.4891869,-97.153412,Loading...,Loading...
Van Alstyne city,Texas,INC,4369,33.4215669,-96.5838407,Loading...,Loading...
Van city,Texas,INC,2664,31.0406718,-104.8341542,Loading...,Loading...
Van Horn town,Texas,INC,1941,32.5241902,-95.6372874,Loading...,Loading...
Vega city,Texas,INC,879,35.2453021,-102.4292467,Loading...,Loading...
Venus town,Texas,INC,4361,32.4319137,-97.1019732,Loading...,Loading...
Vernon city,Texas,INC,10078,34.147979,-99.3000247,Loading...,Loading...
Victoria city,Texas,INC,65534,28.8287397,-96.9849433,Loading...,Loading...
Vidor city,Texas,INC,9789,30.1291691,-93.9966608,Loading...,Loading...
Vinton village,Texas,INC,2684,31.959455,-106.5935165,Loading...,Loading...
Volente village,Texas,INC,561,30.4453246,-97.9079106,Loading...,Loading...
Von Ormy city,Texas,INC,1174,29.2801928,-98.6556791,Loading...,Loading...
Waco city,Texas,INC,138486,31.5598243,-97.1882114,Loading...,Loading...
Waelder city,Texas,INC,933,29.6943686,-97.2971903,Loading...,Loading...
Wake Village city,Texas,INC,5945,33.4238467,-94.1268764,Loading...,Loading...
Waller city,Texas,INC,2682,30.0664511,-95.9278842,Loading...,Loading...
Wallis city,Texas,INC,1292,29.6316525,-96.0637356,Loading...,Loading...
Walnut Springs city,Texas,INC,795,32.0562278,-97.7507295,Loading...,Loading...
Warren City city,Texas,INC,319,32.5530139,-94.9056099,Loading...,Loading...
Waskom city,Texas,INC,1910,32.4766299,-94.0645594,Loading...,Loading...
Watauga city,Texas,INC,23650,32.8718521,-97.2515053,Loading...,Loading...
Waxahachie city,Texas,INC,41140,32.4035193,-96.8446073,Loading...,Loading...
Weatherford city,Texas,INC,30854,32.7538215,-97.7724096,Loading...,Loading...
Webberville village,Texas,INC,394,30.2260708,-97.4995927,Hornsby Bend CDPTexas,Loading...
Webster city,Texas,INC,12499,29.5317057,-95.1188243,Loading...,Loading...
Weimar city,Texas,INC,2076,29.7000552,-96.7773478,Loading...,Loading...
Weinert city,Texas,INC,172,33.3234004,-99.6736736,Loading...,Loading...
Weir city,Texas,INC,699,30.6759614,-97.5929401,Loading...,Loading...
Wellington city,Texas,INC,1896,34.8538126,-100.2139816,Loading...,Loading...
Wellman city,Texas,INC,230,33.0469791,-102.4274367,Loading...,Loading...
Wells town,Texas,INC,853,31.4915592,-94.9473194,Loading...,Loading...
Weslaco city,Texas,INC,40160,26.1599731,-97.9876299,Loading...,Loading...
West city,Texas,INC,2531,29.1423199,-95.6490708,Loading...,Loading...
West Columbia city,Texas,INC,3644,30.2920395,-97.8083555,Loading...,Loading...
West Lake Hills city,Texas,INC,3444,30.0791463,-93.7598529,Loading...,Loading...
West Orange city,Texas,INC,3459,32.8976097,-96.0218372,Loading...,Loading...
West Tawakoni city,Texas,INC,1895,29.7156987,-95.4321245,Loading...,1.97628685
West University Place city,Texas,INC,14955,31.8032468,-97.09417,Loading...,Loading...
Westbrook city,Texas,INC,201,32.3570728,-101.0132587,Loading...,Loading...
Westlake town,Texas,INC,1623,32.9810026,-97.2040236,Loading...,Loading...
Weston city,Texas,INC,283,29.6627558,-95.935245,Loading...,Loading...
Weston Lakes city,Texas,INC,3853,33.3300781,-96.6675636,Loading...,Loading...
Westover Hills town,Texas,INC,641,32.7436601,-97.4122661,Loading...,Loading...
Westworth Village city,Texas,INC,2585,32.7598625,-97.4238248,Loading...,Loading...
Wharton city,Texas,INC,8627,29.3176805,-96.1023226,Loading...,Loading...
Wheeler city,Texas,INC,1487,35.4411148,-100.275228,Loading...,Loading...
White Deer town,Texas,INC,918,35.4331928,-101.1750746,Loading...,Loading...
White Oak city,Texas,INC,6225,32.5312289,-94.8563897,Loading...,Loading...
White Settlement city,Texas,INC,18269,32.7553982,-97.4605196,Loading...,Loading...
Whiteface town,Texas,INC,375,33.5995629,-102.61337,Loading...,Loading...
Whitehouse city,Texas,INC,8257,32.2221872,-95.2210825,Loading...,Loading...
Whitesboro city,Texas,INC,4074,33.6612988,-96.9022194,Loading...,Loading...
Whitewright town,Texas,INC,1725,33.5108542,-96.3955723,Loading...,Loading...
Whitney town,Texas,INC,1992,31.9520199,-97.319266,Loading...,Loading...
Wichita Falls city,Texas,INC,102316,33.9072361,-98.529061,Loading...,Loading...
Wickett town,Texas,INC,422,31.5673254,-103.0059476,Loading...,Loading...
Willis city,Texas,INC,6431,30.4314167,-95.4831722,Loading...,Loading...
Willow Park city,Texas,INC,4936,32.7548263,-97.6498544,Loading...,Loading...
Wills Point city,Texas,INC,3747,32.7092558,-96.0051631,Loading...,Loading...
Wilmer city,Texas,INC,4974,32.5983295,-96.6819987,Loading...,Loading...
Wilson city,Texas,INC,434,33.3193403,-101.7274989,Loading...,Loading...
Wimberley city,Texas,INC,2839,29.9848038,-98.0905526,Loading...,Loading...
Windcrest city,Texas,INC,5865,29.5149471,-98.3818153,Loading...,Loading...
Windom town,Texas,INC,189,33.5647987,-95.9985195,Loading...,11.14428342
Windthorst town,Texas,INC,342,33.5759976,-98.4348256,Loading...,Loading...
Winfield city,Texas,INC,422,33.1657878,-95.1104812,Loading...,Loading...
Wink city,Texas,INC,915,31.7544974,-103.1541172,Loading...,Loading...
Winnsboro city,Texas,INC,3455,32.9557126,-95.2909353,Loading...,Loading...
Winona town,Texas,INC,623,32.4927516,-95.1729622,Loading...,Loading...
Winters city,Texas,INC,2345,31.9564484,-99.9297692,Loading...,Loading...
Wixon Valley city,Texas,INC,228,30.7639356,-96.3193014,Loading...,Loading...
Wolfe City city,Texas,INC,1399,33.3685277,-96.0719862,Loading...,Loading...
Wolfforth city,Texas,INC,5521,33.5147185,-102.0067042,Loading...,Loading...
Woodbranch city,Texas,INC,1330,30.1813353,-95.1836154,Loading...,Loading...
Woodcreek city,Texas,INC,1770,30.0266456,-98.1115257,Loading...,Loading...
Woodloch town,Texas,INC,186,30.2172037,-95.4130287,Loading...,Loading...
Woodsboro town,Texas,INC,1319,28.2378073,-97.3253798,Loading...,Loading...
Woodson town,Texas,INC,219,33.0149306,-99.0534287,Loading...,Loading...
Woodville town,Texas,INC,2403,30.7739799,-94.4233066,Loading...,Loading...
Woodway city,Texas,INC,9383,31.4987495,-97.2314476,Loading...,Loading...
Wortham town,Texas,INC,980,31.7896797,-96.4609992,Loading...,Loading...
Wylie city,Texas,INC,57526,33.0362252,-96.5160904,Loading...,Loading...
Yantis town,Texas,INC,405,32.9305226,-95.5761203,Loading...,Loading...
Yoakum city,Texas,INC,5908,29.293412,-97.1469328,Loading...,Loading...
Yorktown city,Texas,INC,1810,28.9828084,-97.5050324,Loading...,Loading...
Zavalla city,Texas,INC,603,31.1584159,-94.4180133,Loading...,Loading...
Aneth CDP,Utah,CDP,427,37.2050568,-109.1623329,Loading...,Loading...
Avon CDP,Utah,CDP,390,41.535333,-111.8124377,Hyrum cityUtah,Loading...
Benjamin CDP,Utah,CDP,1196,40.0968671,-111.7289707,Loading...,Loading...
Benson CDP,Utah,CDP,1492,41.7491988,-111.9173013,Loading...,Loading...
Beryl Junction CDP,Utah,CDP,161,37.7009833,-113.6534952,Loading...,Loading...
Bluebell CDP,Utah,CDP,278,40.3576389,-110.2231877,Loading...,Loading...
Bonanza CDP,Utah,CDP,0,40.0304741,-109.1884385,Loading...,Loading...
Cache CDP,Utah,CDP,38,41.830873,-112.0052894,Loading...,Loading...
Carbonville CDP,Utah,CDP,1383,39.6272299,-110.833757,Loading...,Loading...
Central CDP,Utah,CDP,656,37.4149683,-113.6262925,Loading...,Loading...
Clear Creek CDP,Utah,CDP,12,39.6433428,-111.1548395,Loading...,Loading...
Cove CDP,Utah,CDP,494,41.9682167,-111.7792315,Loading...,Loading...
Dammeron Valley CDP,Utah,CDP,871,37.3041734,-113.6658699,Loading...,Loading...
Deseret CDP,Utah,CDP,327,39.2876213,-112.6511157,Loading...,Loading...
Dugway CDP,Utah,CDP,342,40.2306864,-112.7540543,Loading...,Loading...
East Basin CDP,Utah,CDP,3023,40.7359149,-111.4707086,Loading...,Loading...
Echo CDP,Utah,CDP,60,40.9802579,-111.4392442,Loading...,Loading...
Eden CDP,Utah,CDP,690,41.3022482,-111.8085782,Loading...,Loading...
Elberta CDP,Utah,CDP,180,39.9557896,-111.9569232,Loading...,Loading...
Enterprise CDP,Utah,CDP,575,41.1069856,-111.730713,Loading...,Loading...
Erda CDP,Utah,CDP,3673,40.6027968,-112.3213745,Loading...,Loading...
Flaming Gorge CDP,Utah,CDP,72,40.8890582,-109.475126,Loading...,Loading...
Fort Duchesne CDP,Utah,CDP,546,40.2811032,-109.8769939,Loading...,Loading...
Fremont CDP,Utah,CDP,167,38.4554486,-111.6149526,Loading...,Loading...
Garden CDP,Utah,CDP,240,41.8866147,-111.4327202,Loading...,20.40371452
Granite CDP,Utah,CDP,1076,40.5688152,-111.801104,Loading...,Loading...
Halchita CDP,Utah,CDP,273,37.1314162,-109.9131409,Loading...,Loading...
Halls Crossing CDP,Utah,CDP,4,37.4577896,-110.6829536,Loading...,Loading...
Hobble Creek CDP,Utah,CDP,169,40.2084452,-111.485826,Loading...,Loading...
Hoytsville CDP,Utah,CDP,702,40.8754188,-111.384678,Loading...,Loading...
Jensen CDP,Utah,CDP,372,40.3695285,-109.3555719,Loading...,Loading...
Kenilworth CDP,Utah,CDP,200,39.6803245,-110.8145389,Loading...,5.327495421
La Sal CDP,Utah,CDP,348,38.3025422,-109.2645759,Loading...,Loading...
Lake Shore CDP,Utah,CDP,802,40.1293445,-111.736212,Loading...,Loading...
Lapoint CDP,Utah,CDP,170,40.4042175,-109.7969783,Loading...,Loading...
Liberty CDP,Utah,CDP,1522,41.3425357,-111.8648802,Loading...,Loading...
Maeser CDP,Utah,CDP,4081,40.4718456,-109.5786136,Loading...,Loading...
Marion CDP,Utah,CDP,676,40.6810224,-111.2773192,Loading...,Loading...
Mexican Hat CDP,Utah,CDP,21,37.1731112,-109.8730739,Loading...,Loading...
Modena CDP,Utah,CDP,15,37.7947118,-113.9274604,Loading...,Loading...
Montezuma Creek CDP,Utah,CDP,284,37.256272,-109.3030336,Loading...,Loading...
Mountain Green CDP,Utah,CDP,4231,41.147539,-111.7900269,Loading...,Loading...
Navajo Mountain CDP,Utah,CDP,450,37.0470288,-110.7899347,Loading...,Loading...
Neola CDP,Utah,CDP,491,40.4342756,-110.0308736,Loading...,Loading...
Newcastle CDP,Utah,CDP,330,37.662854,-113.5643662,Loading...,Loading...
Oasis CDP,Utah,CDP,58,39.2923055,-112.6289509,Loading...,Loading...
Oljato-Monument Valley CDP,Utah,CDP,682,37.030747,-110.2510942,Loading...,Loading...
Ophir CDP,Utah,CDP,24,40.3717407,-112.2503231,Loading...,Loading...
Palmyra CDP,Utah,CDP,443,40.1345992,-111.6925403,Loading...,Loading...
Peoa CDP,Utah,CDP,249,40.7297841,-111.3434503,Loading...,Loading...
Peter CDP,Utah,CDP,623,41.7715832,-111.9858711,Loading...,Loading...
Pine Valley CDP,Utah,CDP,249,37.3903687,-113.5060334,Loading...,Loading...
Randlett CDP,Utah,CDP,184,40.2267446,-109.8308044,Loading...,Loading...
Riverside CDP,Utah,CDP,971,41.8105856,-112.1403084,Loading...,Loading...
Samak CDP,Utah,CDP,93,40.6389076,-111.2413099,Loading...,Loading...
Silver Summit CDP,Utah,CDP,1694,40.7488917,-111.5139109,Snyderville CDPUtah,Loading...
Snyderville CDP,Utah,CDP,6744,40.7042147,-111.54374,Loading...,Loading...
South Willard CDP,Utah,CDP,1840,41.3582992,-112.040882,Loading...,Loading...
Spanish Valley CDP,Utah,CDP,529,38.4742626,-109.4209722,Loading...,Loading...
Spring Glen CDP,Utah,CDP,1054,39.6560652,-110.8461135,Loading...,Loading...
Spring Lake CDP,Utah,CDP,528,40.0059323,-111.7503109,Loading...,Loading...
Stansbury Park CDP,Utah,CDP,9851,40.6355658,-112.3054369,Loading...,Loading...
Summit CDP,Utah,CDP,170,37.8013704,-112.9350091,Loading...,Loading...
Summit Park CDP,Utah,CDP,8820,40.7423303,-111.5872225,Loading...,Loading...
Sundance CDP,Utah,CDP,113,40.3938546,-111.5913609,Loading...,Loading...
Sutherland CDP,Utah,CDP,147,39.3895808,-112.6399402,Loading...,Loading...
Teasdale CDP,Utah,CDP,140,38.2850922,-111.4723562,Loading...,Loading...
Thatcher CDP,Utah,CDP,807,41.6815133,-112.3200633,Loading...,Loading...
Thompson Springs CDP,Utah,CDP,34,38.9635749,-109.7037194,Loading...,Loading...
Timber Lakes CDP,Utah,CDP,866,40.4733364,-111.2533039,Loading...,Loading...
Tselakai Dezza CDP,Utah,CDP,95,37.2100083,-109.6090957,Loading...,Loading...
Veyo CDP,Utah,CDP,586,37.3375016,-113.6930276,Loading...,Loading...
Wanship CDP,Utah,CDP,423,40.816753,-111.4150849,Loading...,Loading...
West Mountain CDP,Utah,CDP,1250,40.0509103,-111.7849988,Loading...,Loading...
West Wood CDP,Utah,CDP,1066,39.6051546,-110.8424182,Loading...,Loading...
White Mesa CDP,Utah,CDP,178,37.4596213,-109.4599635,Cortez cityColorado,Loading...
Whiterocks CDP,Utah,CDP,221,40.4721466,-109.9412201,Loading...,Loading...
Wolf Creek CDP,Utah,CDP,1645,41.3253005,-111.8287561,Loading...,Loading...
Woodland CDP,Utah,CDP,375,40.5837946,-111.2357559,Loading...,Loading...
Alpine city,Utah,INC,10251,40.4629347,-111.772437,Loading...,Loading...
Alta town,Utah,INC,228,40.5818279,-111.6228706,Loading...,Loading...
Altamont town,Utah,INC,239,40.3589765,-110.2880216,Loading...,Loading...
Alton town,Utah,INC,118,37.430326,-112.5061382,Cedar City cityUtah,Loading...
Amalga town,Utah,INC,482,41.8564858,-111.8974005,Loading...,Loading...
American Fork city,Utah,INC,33337,40.3783315,-111.795186,Loading...,Loading...
Annabella town,Utah,INC,836,38.7060092,-112.0585637,Loading...,Loading...
Antimony town,Utah,INC,118,38.1030194,-111.9822948,Loading...,Loading...
Apple Valley town,Utah,INC,855,37.080935,-113.1033405,Loading...,Loading...
Aurora city,Utah,INC,984,38.9200785,-111.9335459,Loading...,Loading...
Ballard town,Utah,INC,1131,40.2948416,-109.9493622,Loading...,Loading...
Bear River City city,Utah,INC,877,41.6123767,-112.1249531,Loading...,Loading...
Beaver city,Utah,INC,3592,38.2759319,-112.638298,Loading...,Loading...
Bicknell town,Utah,INC,323,38.3406565,-111.5441799,Loading...,Loading...
Big Water town,Utah,INC,449,37.0728738,-111.6607624,Loading...,Loading...
Blanding city,Utah,INC,3394,37.621322,-109.5073267,Loading...,Loading...
Bluff town,Utah,INC,240,37.2870904,-109.5729635,Loading...,Loading...
Bluffdale city,Utah,INC,17014,40.4744097,-111.9381067,Loading...,Loading...
Boulder town,Utah,INC,227,37.9227594,-111.431833,Loading...,Loading...
Bountiful city,Utah,INC,45762,40.8721319,-111.8646773,Loading...,Loading...
Brian Head town,Utah,INC,151,37.6977103,-112.841602,Loading...,Loading...
Brigham City city,Utah,INC,19650,41.503487,-112.0453413,Loading...,Loading...
Brighton town,Utah,INC,432,40.6195715,-111.6005352,Loading...,Loading...
Bryce Canyon City town,Utah,INC,336,37.6814238,-112.1587421,Loading...,Loading...
Cannonville town,Utah,INC,186,37.5688542,-112.0531034,Loading...,Loading...
Castle Dale city,Utah,INC,1492,39.2217415,-111.0229135,Loading...,Loading...
Castle Valley town,Utah,INC,347,38.6325261,-109.3965974,Loading...,9.234601066
Cedar City city,Utah,INC,35235,37.6834071,-113.0956104,Loading...,Loading...
Cedar Fort town,Utah,INC,427,40.3413922,-112.1085532,Loading...,Loading...
Cedar Highlands town,Utah,INC,99,37.6296687,-113.0666206,Loading...,Loading...
Cedar Hills city,Utah,INC,10019,40.4134751,-111.7530317,Loading...,Loading...
Centerfield town,Utah,INC,1341,39.1274586,-111.8184025,Loading...,Loading...
Centerville city,Utah,INC,16884,40.9284191,-111.8848556,Loading...,Loading...
Central Valley town,Utah,INC,647,38.699239,-112.0966834,Loading...,Loading...
Charleston town,Utah,INC,436,40.4661545,-111.4599254,Loading...,Loading...
Circleville town,Utah,INC,550,38.1683949,-112.2716285,Loading...,Loading...
Clarkston town,Utah,INC,749,41.920471,-112.0503575,Loading...,Loading...
Clawson town,Utah,INC,162,39.1390818,-111.0933235,Loading...,Loading...
Clearfield city,Utah,INC,31909,41.1029916,-112.0237733,Loading...,Loading...
Cleveland town,Utah,INC,497,39.3494692,-110.8554991,Loading...,Loading...
